CASEID,DOBM,DOBY,IDATMM,IDATYY,CASE,RESPID,NUMUNION,NUMMAR,NUMCOHMR,HOWBEG01,HOWEND01,COHMAR01,BEGDAT01,BEGFLG01,ENDDAT01,ENDFLG01,MARDAT01,MARFLG01,SEPDAT01,SEPFLG01,DIVDAT01,DIVFLG01,WIDDAT01,WIDFLG01,COHDAT01,COHFLG01,HOWBEG02,HOWEND02,COHMAR02,BEGDAT02,BEGFLG02,ENDDAT02,ENDFLG02,MARDAT02,MARFLG02,SEPDAT02,SEPFLG02,DIVDAT02,DIVFLG02,WIDDAT02,WIDFLG02,COHDAT02,COHFLG02,HOWBEG03,HOWEND03,COHMAR03,BEGDAT03,BEGFLG03,ENDDAT03,ENDFLG03,MARDAT03,MARFLG03,SEPDAT03,SEPFLG03,DIVDAT03,DIVFLG03,WIDDAT03,WIDFLG03,COHDAT03,COHFLG03,HOWBEG04,HOWEND04,COHMAR04,BEGDAT04,BEGFLG04,ENDDAT04,ENDFLG04,MARDAT04,MARFLG04,SEPDAT04,SEPFLG04,DIVDAT04,DIVFLG04,WIDDAT04,WIDFLG04,COHDAT04,COHFLG04,HOWBEG05,HOWEND05,COHMAR05,BEGDAT05,BEGFLG05,ENDDAT05,ENDFLG05,MARDAT05,MARFLG05,SEPDAT05,SEPFLG05,DIVDAT05,DIVFLG05,WIDDAT05,WIDFLG05,COHDAT05,COHFLG05,HOWBEG06,HOWEND06,COHMAR06,BEGDAT06,BEGFLG06,ENDDAT06,ENDFLG06,MARDAT06,MARFLG06,SEPDAT06,SEPFLG06,DIVDAT06,DIVFLG06,WIDDAT06,WIDFLG06,COHDAT06,COHFLG06,HOWBEG07,HOWEND07,COHMAR07,BEGDAT07,BEGFLG07,ENDDAT07,ENDFLG07,MARDAT07,MARFLG07,SEPDAT07,SEPFLG07,DIVDAT07,DIVFLG07,WIDDAT07,WIDFLG07,COHDAT07,COHFLG07,HOWBEG08,HOWEND08,COHMAR08,BEGDAT08,BEGFLG08,ENDDAT08,ENDFLG08,MARDAT08,MARFLG08,SEPDAT08,SEPFLG08,DIVDAT08,DIVFLG08,WIDDAT08,WIDFLG08,COHDAT08,COHFLG08,HOWBEG09,HOWEND09,COHMAR09,BEGDAT09,BEGFLG09,ENDDAT09,ENDFLG09,MARDAT09,MARFLG09,SEPDAT09,SEPFLG09,DIVDAT09,DIVFLG09,WIDDAT09,WIDFLG09,COHDAT09,COHFLG09,HOWBEG10,HOWEND10,COHMAR10,BEGDAT10,BEGFLG10,ENDDAT10,ENDFLG10,MARDAT10,MARFLG10,SEPDAT10,SEPFLG10,DIVDAT10,DIVFLG10,WIDDAT10,WIDFLG10,COHDAT10,COHFLG10,DUPFLG,M2CP01,M2DP01,BKMK2,CHKPTM,birth_month,M499A,M528,M535,M536,M537,M538,M583A,M583B,M583C,M584,E904,E1006,E1341,SAMWT,MARCOHAB,CURMARCO,coh_t,mar_t,weeks,hours,work,married,cohab,state,unil,eq,birth,age_eq,age_uni
893,6,54,2,2002,8632,R,4,1,0,coh,sep,did not cohab,945,Mo and yr given,1077,Mo and yr given,0,Mo and yr given,1077,Mo and yr given,,,,,945,Mo and yr given,coh,sep,No,1088,Mo and yr given,1096,Mo and yr given,0,Mo and yr given,1096,Mo and yr given,,,,,1088,Mo and yr given,mar,div,No,1088,Mo and yr given,1124,Mo and yr given,1088,Mo and yr given,1096,Mo and yr given,1124,Mo and yr given,,,,,coh,sep,No,1193,Mo and yr given,1196,Mo and yr given,0,Mo and yr given,1196,Mo and yr given,,,,,1193,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,repeated begdat,NEVER MARRIED,FEMALE,COHABITING CIRCLED,INAPPLICABLE,654,Indiana,YES,16,INAPPLICABLE,NO,40,0,52,0,INAPPLICABLE,INAPPLICABLE,NO ANSWER,YES,98000,COHABIT-NEVR MARRIED,945,1,0,1,40,40,0,1,Indiana,1973,1927,1955,-28,18
901,12,54,2,2001,8733,R,1,1,0,mar,div,did not cohab,1056,Mo and yr given,1063,Mo and yr given,1056,Mo and yr given,1061,Mo and yr given,1063,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,NEVER MARRIED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,660,Indiana,YES,40,INAPPLICABLE,YES,INAPPLICABLE,42,0,10,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,98000,NOT COHAB-NVR MRRD,INAPPLICABLE,0,0,.80769229,40,32.307693,0,0,Indiana,1973,1927,1955,-28,18
904,4,49,3,2002,8741,R,1,1,0,mar,intact,did not cohab,843,Mo and yr given,0,Mo and yr given,843,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,592,California,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,NO,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,843,0,1,0,0,0,1,0,California,1970,0,1949,,21
906,11,47,12,2001,8759,R,1,1,0,mar,intact,did not cohab,796,Mo and yr given,0,Mo and yr given,796,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,575,Illinois,YES,45,INAPPLICABLE,YES,INAPPLICABLE,46,0,6,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,796,0,1,.88461536,45,39.80769,1,0,Illinois,0,1977,1948,29,
911,9,52,12,2001,8800,R,1,1,1,coh,div,cohab,897,Mo and yr given,1174,Mo and yr given,908,Mo and yr given,1168,Mo and yr given,1174,Mo and yr given,,,897,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,633,Tennessee,YES,40,INAPPLICABLE,NO,45,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,908,1,1,1,45,45,1,0,Tennessee,0,1927,1953,-26,
914,1,45,6,2002,8818,R,3,3,1,mar,div,did not cohab,840,Mo and yr given,1002,Mo and yr given,840,Mo and yr given,994,Mo alloc from season,1002,Mo and yr given,,,,,coh,div,Yes,1017,Mo and yr given,1042,Mo alloc from season,1025,Mo and yr given,1036,Mo and yr given,1042,Mo alloc from season,,,1017,Mo and yr given,mar,sep,No,1135,Mo and yr given,9998,No yr,1135,Mo and yr given,9998,No yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,541,Louisiana,YES,28,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,NO,49000,NOT COHAB-DIVORCED,INAPPLICABLE,1,1,1,28,28,0,0,Louisiana,0,0,1945,,
921,5,50,5,2001,8897,R,2,1,0,mar,div,did not cohab,828,Mo and yr given,903,Mo and yr given,828,Mo and yr given,9998,No yr,903,Mo and yr given,,,,,coh,sep,No,925,Mo and yr given,1036,Mo and yr given,0,Mo and yr given,1036,Mo and yr given,,,,,925,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,605,Colorado,YES,25,INAPPLICABLE,NO,60,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,98000,NOT COHAB-DIVORCED,INAPPLICABLE,1,1,1,60,60,0,0,Colorado,1972,1972,1950,22,22
923,3,52,1,2003,8914,R,1,1,1,coh,intact,cohab,897,Mo and yr given,0,Mo and yr given,936,Mo and yr given,0,Mo and yr given,,,,,897,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,627,Arizona,YES,40,INAPPLICABLE,YES,INAPPLICABLE,49,3,0,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,936,1,1,1,40,40,1,0,Arizona,1973,0,1952,,21
925,4,52,1,2003,8922,R,3,2,1,coh,div,cohab,813,Mo and yr given,894,Mo and yr given,839,Mo and yr given,894,Mth alloc for order,894,Mo and yr given,,,813,Mo and yr given,coh,sep,No,916,Mo alloc from season,925,Mo alloc from season,0,Mo and yr given,925,Mo alloc from season,,,,,916,Mo alloc from season,mar,intact,No,1031,Mo and yr given,0,Mo and yr given,1031,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,628,Georgia,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,1031,1,1,1,40,40,1,0,Georgia,1973,1984,1952,32,21
933,7,54,7,2001,9039,R,2,1,0,coh,sep,did not cohab,916,Mo and yr given,923,Mo and yr given,0,Mo and yr given,923,Mo and yr given,,,,,916,Mo and yr given,mar,intact,No,993,Mo and yr given,0,Mo and yr given,993,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,655,Maryland,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,INAPPLICABLE,YES,130634,MARRIED/LIVE W/SP,993,1,1,1,40,40,1,0,Maryland,0,1978,1955,23,
935,8,48,4,2002,9042,R,3,3,2,mar,div,did not cohab,802,Mo and yr given,817,Mo and yr given,802,Mo and yr given,815,Mo and yr given,817,Mo and yr given,,,,,coh,div,Yes,872,Mo and yr given,923,Mo and yr given,882,Mth alloc midyr,920,Mo and yr given,923,Mo and yr given,,,872,Mo and yr given,coh,div,Yes,956,Mo and yr given,1067,Mo and yr given,966,Mo and yr given,1064,Mo and yr given,1067,Mo and yr given,,,956,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,584,Indiana,YES,NONE,YES,INAPPLICABLE,23,25,27,0,INAPPLICABLE,INAPPLICABLE,YES,NO ANSWER,98000,MARRIED/LIVE W/SP,966,1,1,1,23,23,1,0,Indiana,1973,1927,1949,-22,24
940,12,53,4,2001,9122,R,3,2,2,coh,div,cohab,843,Mo and yr given,919,Mo and yr given,864,Mo and yr given,919,Mo and yr given,919,Mo and yr given,,,843,Mo and yr given,coh,div,Yes,913,Mo and yr given,967,Mo alloc from season,921,Mo and yr given,967,Mo alloc from season,967,Mo alloc from season,,,913,Mo and yr given,coh,sep,No,1077,Mo and yr given,1083,Mo and yr given,0,Mo and yr given,1083,Mo and yr given,,,,,1077,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,648,Kansas,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,NO,INAPPLICABLE,NO,NO,98000,NOT COHAB-DIVORCED,INAPPLICABLE,1,1,0,0,0,0,0,Kansas,1969,1927,1954,-27,15
943,5,54,10,2001,9135,R,3,3,0,mar,div,did not cohab,870,Mo and yr given,894,Mo and yr given,870,Mo and yr given,875,Mo and yr given,894,Mo and yr given,,,,,mar,div,No,896,Mo and yr given,989,Mo and yr given,896,Mo and yr given,982,Mo and yr given,989,Mo and yr given,,,,,mar,intact,No,1107,Mo and yr given,0,Mo and yr given,1107,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,666,Georgia,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,NO,49000,NOT COHAB-DIVORCED,INAPPLICABLE,0,1,1,40,40,0,0,Georgia,1973,1984,1956,28,17
946,8,49,1,2002,9198,R,2,2,0,mar,div,did not cohab,883,Mo and yr given,919,Mo and yr given,883,Mo and yr given,911,Mo and yr given,919,Mo and yr given,,,,,mar,intact,No,962,Mo and yr given,0,Mo and yr given,962,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,596,New Hampshire,YES,43,INAPPLICABLE,NO,42,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,962,0,1,1,42,42,1,0,New Hampshire,1971,1977,1950,27,21
961,4,50,7,2002,9340,R,1,1,0,mar,div,did not cohab,799,Mo and yr given,9998,No yr,799,Mo and yr given,1026,Mth alloc midyr,9998,No yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,SEPARATED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,604,South Carolina,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,YES,INAPPLICABLE,YES,YES,49000,NOT COHAB-SEPARATD,INAPPLICABLE,0,1,0,0,0,0,0,South Carolina,0,1985,1950,35,
967,5,50,4,2002,9390,R,1,1,0,mar,div,did not cohab,878,Mo and yr given,996,Mo and yr given,878,Mo and yr given,991,Mo and yr given,996,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,605,New Jersey,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,NO,49000,NOT COHAB-DIVORCED,INAPPLICABLE,0,1,1,40,40,0,0,New Jersey,0,1974,1950,24,
968,6,54,1,2002,9417,R,2,2,1,mar,div,did not cohab,865,Mo and yr given,957,Mo and yr given,865,Mo and yr given,915,Mo and yr given,957,Mo and yr given,,,,,coh,intact,Yes,993,Mo and yr given,0,Mo and yr given,1013,Mo and yr given,0,Mo and yr given,,,,,993,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,654,West Virginia,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,47,5,0,YES,YES,INAPPLICABLE,YES,98000,MARRIED/LIVE W/SP,1013,1,1,1,0,0,1,0,West Virginia,1984,1985,1955,30,29
973,11,52,1,2003,9462,R,4,3,2,mar,div,did not cohab,888,Mo and yr given,1003,Mo and yr given,888,Mo and yr given,999,Mo and yr given,1003,Mo and yr given,,,,,coh,div,Yes,1024,Mo and yr given,1059,Mo and yr given,1046,Mo and yr given,1056,Mo and yr given,1059,Mo and yr given,,,1024,Mo and yr given,coh,sep,No,1088,Mo and yr given,1147,Mo and yr given,0,Mo and yr given,1147,Mo and yr given,,,,,1088,Mo and yr given,coh,intact,Yes,1179,Mo and yr given,0,Mo and yr given,1207,Mo and yr given,0,Mo and yr given,,,,,1179,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,635,Wisconsin,YES,55,INAPPLICABLE,NO,50,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,1046,1,1,1,50,50,1,0,Wisconsin,1978,0,1953,,25
975,11,51,1,2002,9467,R,2,2,1,coh,div,cohab,841,Mo and yr given,985,Mo and yr given,851,Mo and yr given,980,Mo and yr given,985,Mo and yr given,,,841,Mo and yr given,mar,intact,No,1015,Mo and yr given,0,Mo and yr given,1015,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,623,Kansas,YES,32,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,INAPPLICABLE,YES,49000,MARRIED/LIVE W/SP,1015,1,1,1,32,32,1,0,Kansas,1969,1927,1952,-25,17
979,9,50,8,2001,9500,R,1,1,0,mar,intact,did not cohab,830,Mo and yr given,0,Mo and yr given,830,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,609,New York,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,NO,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,830,0,1,0,0,0,1,0,New York,0,1980,1951,29,
985,3,48,8,2001,9592,R,1,1,0,mar,intact,did not cohab,981,Mo and yr given,0,Mo and yr given,981,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,579,NO ANSWER,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,52,0,YES,INAPPLICABLE,INAPPLICABLE,YES,196000,MARRIED/LIVE W/SP,981,0,1,1,0,0,1,0,NO ANSWER,0,0,1948,,
999,1,54,10,2002,9715,R,1,1,0,mar,intact,did not cohab,893,Mo and yr given,0,Mo and yr given,893,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,649,West Virginia,YES,31,INAPPLICABLE,NO,40,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO ANSWER,YES,196000,MARRIED/LIVE W/SP,893,0,1,1,40,40,1,0,West Virginia,1984,1985,1954,31,30
1001,9,54,4,2002,9723,R,4,3,3,coh,div,cohab,886,Mo alloc from season,953,Mo and yr given,887,Mo and yr given,924,Mo and yr given,953,Mo and yr given,,,886,Mo alloc from season,coh,div,Yes,943,Mo alloc from season,1037,Mo and yr given,954,Mo and yr given,1033,Mo and yr given,1037,Mo and yr given,,,943,Mo alloc from season,coh,sep,No,1039,Mo and yr given,1056,Mo and yr given,0,Mo and yr given,1056,Mo and yr given,,,,,1039,Mo and yr given,coh,wid,Yes,1057,Mo and yr given,1226,Mo and yr given,1075,Mo and yr given,0,Mo and yr given,,,1226,Mth and yr given,1057,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,MALE,COHABITING CIRCLED,INAPPLICABLE,657,Maine,YES,48,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,COHABIT-DIVORCED,1039,1,1,1,48,48,0,1,Maine,1973,1972,1955,17,18
1003,12,45,6,2001,9728,R,1,1,0,mar,wid,did not cohab,848,Mo and yr given,1084,Mo and yr given,848,Mo and yr given,0,Mo and yr given,,,1084,Mth and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,552,Ohio,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,NO,INAPPLICABLE,INAPPLICABLE,YES,196000,MARRIED/LIVE W/SP,848,0,1,0,0,0,1,0,Ohio,1992,1981,1946,35,46
1007,8,49,1,2002,9786,R,3,3,0,mar,div,did not cohab,846,Mo and yr given,933,Mo and yr given,846,Mo and yr given,914,Mo and yr given,933,Mo and yr given,,,,,mar,div,No,933,Mo and yr given,934,Mo and yr given,933,Mo and yr given,933,Mo and yr given,934,Mo and yr given,,,,,mar,intact,No,974,Mo and yr given,0,Mo and yr given,974,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,596,California,YES,50,INAPPLICABLE,YES,INAPPLICABLE,0,0,52,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,974,0,1,0,50,0,1,0,California,1970,0,1950,,20
1016,12,49,3,2002,9861,R,1,0,0,coh,sep,did not cohab,1101,Mo and yr given,1102,Mo and yr given,0,Mo and yr given,1102,Mo and yr given,,,,,1101,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,NEVER MARRIED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,600,New York,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,24500,NOT COHAB-NVR MRRD,INAPPLICABLE,0,0,1,40,40,0,0,New York,0,1980,1950,30,
1023,5,50,6,2002,9909,R,1,1,0,mar,intact,did not cohab,871,Mo and yr given,0,Mo and yr given,871,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,605,Iowa,YES,NONE,YES,INAPPLICABLE,1,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,871,0,1,1,1,1,1,0,Iowa,1970,1927,1950,-23,20
